musteri_id,persona,toplam_gelir_hacmi,toplam_gider_hacmi,gelir_islem_sayisi,gelir_kaynagi_sayisi,gelir_duzenliligi,gider_gelir_orani,bakiye_trendi,fatura_odeme_duzeni,hesap_hareket_yogunlugu,klasik_skor,temerrut_olasiligi_gercek,temerrut
240,ogrenci_yuksek_hacim,122223.0,91768.0,29,4,0.294,0.751,14.749,0.833,0.413,632,0.0093,0
241,ogrenci_yuksek_hacim,143376.0,79339.0,28,4,0.341,0.553,20.044,0.167,0.42,653,0.0219,0
242,stajyer_degisken_gelir,113024.0,77686.0,15,2,0.262,0.687,21.605,0.333,0.337,653,0.0327,0
243,dusuk_hacim_riskli,3021.0,3314.0,3,1,0.5,1.097,-1.94,0.667,0.277,503,0.8913,1
244,stajyer_degisken_gelir,75921.0,71212.0,9,2,0.444,0.938,-0.605,1.0,0.316,615,0.5137,1
245,stajyer_degisken_gelir,94579.0,74669.0,11,2,0.388,0.789,2.89,0.333,0.324,634,0.0507,0
246,stajyer_degisken_gelir,83200.0,55980.0,11,2,0.284,0.673,45.044,1.0,0.315,623,0.0022,0
247,klasik_maasli,204022.0,118867.0,6,1,1.0,0.583,1.511,0.833,0.285,850,0.0062,0
248,klasik_maasli,144718.0,88158.0,6,1,1.0,0.609,1.352,0.333,0.285,844,0.0488,0
249,klasik_maasli,143850.0,80620.0,6,1,1.0,0.56,1.634,0.667,0.291,843,0.0179,0
250,dusuk_hacim_riskli,9350.0,8650.0,4,1,0.34,0.925,4.135,0.333,0.275,509,0.0738,0
251,ogrenci_yuksek_hacim,96514.0,71222.0,27,4,0.273,0.738,12.051,0.333,0.411,606,0.0498,0
252,ogrenci_yuksek_hacim,93582.0,84274.0,28,4,0.351,0.901,8.381,1.0,0.412,603,0.0269,1
253,klasik_maasli,141353.0,132602.0,6,1,1.0,0.938,-0.629,0.833,0.295,841,0.4659,0
254,klasik_maasli,170598.0,115470.0,6,1,1.0,0.677,0.944,0.667,0.291,850,0.0717,0
255,dusuk_hacim_riskli,3527.0,3251.0,2,1,0.0,0.922,6.392,1.0,0.266,503,0.0657,0
256,klasik_maasli,188939.0,138921.0,6,1,1.0,0.735,0.582,0.833,0.29,850,0.0421,0
257,stajyer_degisken_gelir,98090.0,66036.0,13,2,0.53,0.673,1.51,0.833,0.335,638,0.038,0
258,dusuk_hacim_riskli,8753.0,9946.0,4,1,0.154,1.136,-3.455,0.5,0.274,508,0.9525,1
259,stajyer_degisken_gelir,70522.0,47186.0,10,2,0.231,0.669,1.221,0.5,0.314,610,0.5198,1
260,dusuk_hacim_riskli,8839.0,8493.0,4,1,0.027,0.961,2.317,0.167,0.272,508,0.1942,0
261,dusuk_hacim_riskli,6880.0,6429.0,4,1,0.637,0.934,6.0,0.667,0.292,506,0.1422,0
262,stajyer_degisken_gelir,69950.0,64929.0,9,2,0.359,0.928,5.855,1.0,0.307,609,0.0077,0
263,klasik_maasli,177141.0,106747.0,6,1,1.0,0.603,1.396,1.0,0.29,850,0.0419,0
264,klasik_maasli,124928.0,115704.0,6,1,1.0,0.926,-0.557,1.0,0.313,824,0.7484,1
265,stajyer_degisken_gelir,94162.0,58238.0,12,2,0.089,0.618,33.045,1.0,0.333,634,0.0497,0
266,stajyer_degisken_gelir,98246.0,81960.0,10,2,0.498,0.834,8.77,0.167,0.307,638,0.1379,1
267,stajyer_degisken_gelir,86779.0,66350.0,14,2,0.362,0.765,1.352,0.5,0.335,626,0.1948,0
268,dusuk_hacim_riskli,755.0,2250.0,1,1,0.0,2.98,-28.333,0.667,0.266,500,0.9999,1
269,ogrenci_yuksek_hacim,151598.0,135234.0,26,4,0.255,0.892,7.029,0.5,0.399,661,0.1024,0
270,ogrenci_yuksek_hacim,170217.0,97665.0,30,4,0.225,0.574,43.702,1.0,0.434,680,0.1119,1
271,ogrenci_yuksek_hacim,139004.0,90004.0,27,4,0.142,0.647,11.462,0.333,0.409,649,0.1115,0
272,klasik_maasli,129397.0,100889.0,6,1,1.0,0.78,0.326,0.167,0.291,829,0.1668,0
273,ogrenci_yuksek_hacim,113590.0,92631.0,25,4,0.194,0.815,5.323,1.0,0.393,623,0.079,0
274,ogrenci_yuksek_hacim,139829.0,70671.0,27,4,0.29,0.505,30.125,0.833,0.411,649,0.0272,0
275,ogrenci_yuksek_hacim,130367.0,99626.0,26,4,0.172,0.764,12.666,0.333,0.397,640,0.2333,0
276,stajyer_degisken_gelir,93737.0,76255.0,12,2,0.073,0.813,17.126,0.333,0.331,633,0.0864,0
277,ogrenci_yuksek_hacim,144315.0,108472.0,26,4,0.19,0.752,9.496,0.5,0.406,654,0.1674,0
278,ogrenci_yuksek_hacim,117170.0,93656.0,27,4,0.286,0.799,9.897,1.0,0.409,627,0.0221,0
279,stajyer_degisken_gelir,87692.0,54337.0,10,2,0.509,0.62,1.669,0.5,0.309,627,0.0299,0
280,dusuk_hacim_riskli,4012.0,3654.0,2,1,0.0,0.911,5.057,0.167,0.267,504,0.2437,0
281,klasik_maasli,187199.0,131296.0,6,1,1.0,0.701,0.788,0.167,0.287,850,0.0531,0
282,stajyer_degisken_gelir,101138.0,97790.0,13,2,0.461,0.967,3.403,0.833,0.322,641,0.1365,1
283,ogrenci_yuksek_hacim,122226.0,66754.0,28,4,0.389,0.546,9.905,1.0,0.406,632,0.0512,0
284,ogrenci_yuksek_hacim,115985.0,75461.0,29,4,0.571,0.651,29.417,0.167,0.418,625,0.0768,0
285,ogrenci_yuksek_hacim,139316.0,69693.0,28,4,0.482,0.5,24.616,0.833,0.408,649,0.0114,0
286,stajyer_degisken_gelir,73011.0,67958.0,11,2,0.374,0.931,-0.383,0.333,0.313,613,0.6923,1
287,klasik_maasli,120994.0,74914.0,6,1,1.0,0.619,45.824,0.667,0.287,820,0.0023,0
288,dusuk_hacim_riskli,7656.0,7149.0,4,1,0.29,0.934,5.4,0.5,0.277,507,0.3406,0
289,klasik_maasli,156508.0,110563.0,6,1,1.0,0.706,21.893,0.167,0.291,850,0.0057,0
290,stajyer_degisken_gelir,68816.0,65682.0,9,2,0.366,0.954,-0.661,1.0,0.321,608,0.1786,0
291,ogrenci_yuksek_hacim,124963.0,105436.0,27,4,0.507,0.844,2.365,0.167,0.402,634,0.094,0
292,ogrenci_yuksek_hacim,150496.0,113126.0,29,4,0.313,0.752,10.804,0.667,0.416,660,0.0316,0
293,dusuk_hacim_riskli,657.0,2250.0,1,1,0.0,3.425,-30.255,1.0,0.271,500,1.0,1
294,klasik_maasli,206817.0,163060.0,6,1,1.0,0.788,0.266,0.833,0.288,850,0.035,0
295,stajyer_degisken_gelir,112115.0,80832.0,15,2,0.379,0.721,34.637,1.0,0.341,652,0.0408,0
296,ogrenci_yuksek_hacim,122645.0,113162.0,30,4,0.57,0.923,5.863,0.333,0.424,632,0.0606,0
297,klasik_maasli,110469.0,96015.0,6,1,1.0,0.869,8.344,0.5,0.283,810,0.0215,0
298,ogrenci_yuksek_hacim,104497.0,66495.0,28,4,0.383,0.636,11.0,0.0,0.412,614,0.1403,0
299,klasik_maasli,178534.0,165188.0,6,1,1.0,0.925,-0.55,1.0,0.285,850,0.1907,0
300,stajyer_degisken_gelir,75337.0,59528.0,10,2,0.635,0.79,20.76,0.5,0.32,615,0.02,0
301,dusuk_hacim_riskli,3573.0,3639.0,4,1,0.481,1.018,0.35,0.5,0.28,503,0.4896,1
302,stajyer_degisken_gelir,86643.0,76703.0,10,2,0.372,0.885,5.79,0.667,0.309,626,0.0983,0
303,stajyer_degisken_gelir,117203.0,114879.0,14,2,0.064,0.98,1.739,0.5,0.339,657,0.1729,0
304,dusuk_hacim_riskli,8869.0,8616.0,4,1,0.219,0.971,1.944,1.0,0.285,508,0.1632,0
305,klasik_maasli,137136.0,113987.0,6,1,1.0,0.831,0.019,0.667,0.287,837,0.1159,0
306,ogrenci_yuksek_hacim,154177.0,134678.0,26,4,0.545,0.874,1.284,0.167,0.408,664,0.2266,1
307,stajyer_degisken_gelir,96525.0,87174.0,14,2,0.268,0.903,6.098,0.833,0.339,636,0.0566,0
308,klasik_maasli,199143.0,182394.0,6,1,1.0,0.916,4.403,1.0,0.295,850,0.0387,0
309,dusuk_hacim_riskli,6104.0,5864.0,3,1,0.657,0.961,2.313,0.333,0.273,506,0.024,0
310,dusuk_hacim_riskli,4088.0,4215.0,2,1,0.0,1.031,-1.51,0.5,0.263,504,0.6959,1
311,dusuk_hacim_riskli,1810.0,2341.0,1,1,0.0,1.293,-9.431,1.0,0.271,501,0.9187,1
312,klasik_maasli,189123.0,109723.0,6,1,1.0,0.58,37.422,1.0,0.293,850,0.0131,0
313,klasik_maasli,136978.0,104121.0,6,1,1.0,0.76,0.437,0.5,0.295,836,0.2057,0
314,klasik_maasli,133562.0,83037.0,6,1,1.0,0.622,1.27,0.833,0.291,833,0.0425,0
315,stajyer_degisken_gelir,96640.0,85298.0,14,2,0.172,0.883,5.354,0.667,0.328,636,0.0237,0
316,ogrenci_yuksek_hacim,107946.0,86668.0,29,4,0.58,0.803,5.574,0.833,0.42,617,0.0323,0
317,stajyer_degisken_gelir,81508.0,57982.0,9,2,0.436,0.711,2.45,0.833,0.314,621,0.0365,0
318,stajyer_degisken_gelir,99321.0,67111.0,13,2,0.411,0.676,26.933,1.0,0.331,639,0.0422,0
319,klasik_maasli,128785.0,103493.0,6,1,1.0,0.804,0.168,1.0,0.288,828,0.4178,0
320,stajyer_degisken_gelir,71685.0,44856.0,9,2,0.467,0.626,34.244,0.5,0.316,611,0.0146,0
321,klasik_maasli,119713.0,66861.0,6,1,1.0,0.559,1.673,0.5,0.29,819,0.0907,0
322,ogrenci_yuksek_hacim,107339.0,83331.0,26,4,0.215,0.776,13.729,0.667,0.401,617,0.0664,0
323,dusuk_hacim_riskli,1512.0,2252.0,1,1,0.0,1.489,-13.529,0.5,0.271,501,0.9888,1
324,ogrenci_yuksek_hacim,137406.0,127320.0,28,4,0.585,0.927,3.717,0.833,0.415,647,0.0525,0
325,klasik_maasli,156606.0,101354.0,6,1,1.0,0.647,1.107,0.333,0.287,850,0.1174,0
326,klasik_maasli,122012.0,88487.0,6,1,1.0,0.725,0.647,0.667,0.288,822,0.018,0
327,klasik_maasli,131067.0,73987.0,6,1,1.0,0.564,1.613,0.333,0.287,831,0.0427,0
328,ogrenci_yuksek_hacim,132886.0,81546.0,28,4,0.23,0.614,13.732,1.0,0.415,642,0.0294,0
329,stajyer_degisken_gelir,86292.0,60988.0,10,2,0.479,0.707,23.254,0.333,0.314,626,0.1253,0
330,ogrenci_yuksek_hacim,85510.0,45111.0,27,4,0.315,0.528,35.916,0.5,0.404,595,0.0117,0
331,klasik_maasli,116157.0,64494.0,6,1,1.0,0.555,1.686,0.667,0.287,816,0.0072,0
332,klasik_maasli,171669.0,128011.0,6,1,1.0,0.746,12.565,0.833,0.302,850,0.0218,0
333,stajyer_degisken_gelir,85660.0,73891.0,10,2,0.209,0.863,13.335,0.333,0.314,625,0.1074,0
334,ogrenci_yuksek_hacim,123745.0,109193.0,28,4,0.195,0.882,4.048,0.333,0.408,633,0.4414,1
335,stajyer_degisken_gelir,85461.0,85033.0,12,2,0.188,0.995,-0.82,1.0,0.324,625,0.7104,1
336,ogrenci_yuksek_hacim,144917.0,120631.0,27,4,0.465,0.832,14.522,0.833,0.407,654,0.0675,0
337,stajyer_degisken_gelir,100153.0,73736.0,14,2,0.218,0.736,24.071,0.0,0.337,640,0.0861,0
338,stajyer_degisken_gelir,83875.0,53985.0,10,2,0.777,0.644,42.113,1.0,0.311,623,0.0157,0
339,klasik_maasli,120509.0,95802.0,6,1,1.0,0.795,0.227,1.0,0.285,820,0.0708,0
340,ogrenci_yuksek_hacim,151746.0,78589.0,27,4,0.105,0.518,22.978,0.833,0.4,661,0.0285,1
341,klasik_maasli,185878.0,158235.0,6,1,1.0,0.851,-0.11,0.667,0.287,850,0.1531,0
342,stajyer_degisken_gelir,86265.0,53707.0,11,2,0.409,0.623,27.066,0.833,0.315,626,0.0502,0
343,ogrenci_yuksek_hacim,99591.0,81117.0,29,4,0.411,0.815,11.886,0.333,0.425,609,0.118,0
344,ogrenci_yuksek_hacim,149408.0,76272.0,29,4,0.156,0.51,75.857,0.667,0.42,659,0.0099,0
345,stajyer_degisken_gelir,80255.0,72909.0,11,2,0.17,0.908,5.897,0.333,0.318,620,0.3211,1
346,klasik_maasli,168037.0,127800.0,6,1,1.0,0.761,17.043,0.667,0.291,850,0.0137,0
347,klasik_maasli,208630.0,166504.0,6,1,1.0,0.798,0.207,1.0,0.287,850,0.0321,0
348,stajyer_degisken_gelir,109334.0,81808.0,12,2,0.254,0.748,13.856,1.0,0.318,649,0.0354,0
349,klasik_maasli,125419.0,101203.0,6,1,1.0,0.807,0.15,0.167,0.305,825,0.0818,0
350,klasik_maasli,113671.0,96391.0,6,1,1.0,0.848,8.425,0.167,0.287,813,0.0066,0
351,ogrenci_yuksek_hacim,154082.0,119485.0,28,4,0.0,0.775,8.925,1.0,0.437,664,0.0323,0
352,klasik_maasli,119401.0,96406.0,6,1,1.0,0.807,0.144,0.833,0.285,819,0.2568,1
353,stajyer_degisken_gelir,88162.0,85900.0,10,2,0.507,0.974,-0.858,1.0,0.309,628,0.6015,1
354,stajyer_degisken_gelir,87520.0,53339.0,10,2,0.274,0.609,1.414,0.667,0.311,627,0.0186,0
355,klasik_maasli,141855.0,98680.0,6,1,1.0,0.696,0.815,1.0,0.298,841,0.1063,0
356,stajyer_degisken_gelir,89000.0,68164.0,10,2,0.451,0.766,0.469,0.667,0.324,629,0.1644,0
357,stajyer_degisken_gelir,94336.0,83386.0,11,2,0.448,0.884,-0.055,0.5,0.313,634,0.4383,1
358,dusuk_hacim_riskli,4820.0,5382.0,2,1,0.0,1.117,-2.753,0.333,0.276,504,0.9885,1
359,stajyer_degisken_gelir,79999.0,77870.0,10,2,0.288,0.973,-0.777,1.0,0.307,619,0.4023,1
360,ogrenci_yuksek_hacim,102599.0,83352.0,29,4,0.295,0.812,3.555,1.0,0.413,612,0.0432,0
361,ogrenci_yuksek_hacim,150533.0,140989.0,30,4,0.258,0.937,3.565,1.0,0.429,660,0.0246,0
362,dusuk_hacim_riskli,7701.0,8591.0,4,1,0.0,1.116,-4.335,1.0,0.275,507,0.6828,1
363,klasik_maasli,197546.0,179268.0,6,1,1.0,0.907,4.386,0.667,0.287,850,0.0582,0
364,stajyer_degisken_gelir,107596.0,98832.0,14,2,0.121,0.919,3.551,0.833,0.333,647,0.5021,1
365,stajyer_degisken_gelir,84844.0,82826.0,12,2,0.292,0.976,1.826,1.0,0.326,624,0.3111,0
366,dusuk_hacim_riskli,5608.0,6252.0,3,1,0.661,1.115,-6.414,1.0,0.286,505,0.8995,1
367,stajyer_degisken_gelir,85757.0,77011.0,11,2,0.327,0.898,-0.363,0.833,0.324,625,0.3376,0
368,ogrenci_yuksek_hacim,118194.0,76151.0,28,4,0.351,0.644,24.049,0.667,0.42,628,0.0012,0
369,klasik_maasli,201609.0,189490.0,6,1,1.0,0.94,-0.641,1.0,0.287,850,0.4834,0
370,klasik_maasli,164570.0,100629.0,6,1,1.0,0.611,1.327,1.0,0.29,850,0.1607,1
371,dusuk_hacim_riskli,3262.0,3044.0,2,1,0.0,0.933,4.617,0.833,0.269,503,0.0687,0
372,dusuk_hacim_riskli,4077.0,4413.0,2,1,0.0,1.082,-2.036,1.0,0.263,504,0.7488,1
373,dusuk_hacim_riskli,9267.0,9589.0,4,1,0.0,1.035,-0.045,0.667,0.278,509,0.6297,1
374,stajyer_degisken_gelir,83282.0,71962.0,13,2,0.345,0.864,9.844,0.5,0.328,623,0.0721,0
375,klasik_maasli,128910.0,119342.0,6,1,1.0,0.926,-0.558,0.667,0.291,828,0.4172,0
376,klasik_maasli,127516.0,116646.0,6,1,1.0,0.915,-0.482,0.333,0.291,827,0.3165,1
377,ogrenci_yuksek_hacim,107301.0,66874.0,28,4,0.219,0.623,20.408,0.833,0.408,617,0.009,0
378,stajyer_degisken_gelir,86778.0,57353.0,13,2,0.219,0.661,1.97,0.167,0.331,626,0.2667,0
379,dusuk_hacim_riskli,7487.0,8374.0,4,1,0.29,1.118,-2.538,0.5,0.277,507,0.9649,1
380,dusuk_hacim_riskli,2700.0,2804.0,2,1,0.0,1.039,-0.296,0.667,0.263,502,0.7311,0
381,klasik_maasli,185217.0,130859.0,6,1,1.0,0.707,0.773,0.667,0.285,850,0.0922,0
382,dusuk_hacim_riskli,6208.0,7261.0,3,1,0.681,1.17,-7.365,0.667,0.3,506,0.9565,1
383,stajyer_degisken_gelir,91778.0,60546.0,12,2,0.24,0.66,17.132,0.333,0.322,631,0.0101,0
384,ogrenci_yuksek_hacim,143584.0,109603.0,28,4,0.263,0.763,13.375,1.0,0.412,653,0.0835,1
385,klasik_maasli,150586.0,128271.0,6,1,1.0,0.852,-0.107,1.0,0.291,850,0.2128,0
386,ogrenci_yuksek_hacim,126696.0,64180.0,27,4,0.356,0.507,23.036,0.5,0.404,636,0.0182,0
387,ogrenci_yuksek_hacim,143226.0,117705.0,26,4,0.017,0.822,11.936,0.5,0.406,653,0.0815,0
388,dusuk_hacim_riskli,4202.0,4217.0,3,1,0.308,1.004,0.857,1.0,0.277,504,0.0581,0
389,klasik_maasli,134215.0,109593.0,6,1,1.0,0.817,0.106,1.0,0.287,834,0.3296,1
390,ogrenci_yuksek_hacim,101699.0,57314.0,26,4,0.489,0.564,14.706,1.0,0.403,611,0.0093,0
391,klasik_maasli,185853.0,160548.0,6,1,1.0,0.864,-0.186,0.667,0.29,850,0.1707,1
392,stajyer_degisken_gelir,75056.0,62574.0,9,2,0.583,0.834,0.128,0.667,0.309,615,0.3855,0
393,ogrenci_yuksek_hacim,137898.0,80919.0,28,4,0.193,0.587,20.143,0.333,0.429,647,0.0896,0
394,dusuk_hacim_riskli,8413.0,8904.0,4,1,0.2,1.058,-1.226,0.667,0.282,508,0.6312,1
395,ogrenci_yuksek_hacim,143705.0,77445.0,28,4,0.431,0.539,28.036,1.0,0.417,653,0.0139,0
396,ogrenci_yuksek_hacim,144421.0,136825.0,27,4,0.354,0.947,3.303,0.833,0.407,654,0.181,0
397,dusuk_hacim_riskli,1827.0,2305.0,2,1,0.0,1.262,-7.404,0.833,0.266,501,0.9448,1
398,klasik_maasli,109081.0,95848.0,6,1,1.0,0.879,-0.275,0.5,0.29,809,0.3542,0
399,ogrenci_yuksek_hacim,109967.0,99383.0,30,4,0.385,0.904,6.678,0.667,0.419,619,0.1086,0
400,dusuk_hacim_riskli,9307.0,9444.0,4,1,0.137,1.015,0.061,0.5,0.29,509,0.5116,0
401,klasik_maasli,169187.0,136049.0,6,1,1.0,0.804,0.176,1.0,0.288,850,0.2092,0
402,stajyer_degisken_gelir,64743.0,58865.0,9,2,0.372,0.909,6.498,0.167,0.32,604,0.026,0
403,ogrenci_yuksek_hacim,123704.0,92334.0,29,4,0.549,0.746,10.408,1.0,0.42,633,0.0173,0
404,klasik_maasli,205685.0,167936.0,6,1,1.0,0.816,13.3,1.0,0.29,850,0.0403,0
405,stajyer_degisken_gelir,123249.0,76398.0,15,2,0.218,0.62,2.404,0.667,0.337,663,0.0661,0
406,ogrenci_yuksek_hacim,122184.0,97749.0,28,4,0.048,0.8,3.49,0.0,0.435,632,0.3228,1
407,stajyer_degisken_gelir,120167.0,118024.0,15,2,0.393,0.982,-0.811,0.833,0.335,660,0.7941,1
408,ogrenci_yuksek_hacim,145130.0,94986.0,30,4,0.106,0.654,23.016,0.667,0.419,655,0.0455,0
409,ogrenci_yuksek_hacim,136686.0,128500.0,26,4,0.205,0.94,0.145,0.833,0.408,646,0.8335,1
410,klasik_maasli,165026.0,125435.0,6,1,1.0,0.76,0.443,0.0,0.291,850,0.0304,0
411,stajyer_degisken_gelir,92533.0,64189.0,13,2,0.0,0.694,1.472,0.5,0.377,632,0.2805,0
412,stajyer_degisken_gelir,97586.0,78375.0,14,2,0.23,0.803,0.445,0.667,0.339,637,0.3901,0
413,klasik_maasli,168082.0,138603.0,6,1,1.0,0.825,10.135,0.833,0.287,850,0.0242,0
414,klasik_maasli,147260.0,88118.0,6,1,1.0,0.598,1.42,0.833,0.293,847,0.0653,0
415,klasik_maasli,165235.0,102033.0,6,1,1.0,0.618,1.287,0.667,0.285,850,0.0347,0
416,klasik_maasli,146467.0,114466.0,6,1,1.0,0.782,9.931,0.667,0.283,846,0.0037,0
417,stajyer_degisken_gelir,76782.0,59698.0,12,2,0.326,0.777,0.817,1.0,0.32,616,0.2049,0
418,klasik_maasli,121388.0,114928.0,6,1,1.0,0.947,-0.683,0.833,0.288,821,0.205,0
419,ogrenci_yuksek_hacim,135116.0,72444.0,29,4,0.0,0.536,16.152,0.5,0.423,645,0.0277,0
420,ogrenci_yuksek_hacim,132919.0,68550.0,28,4,0.173,0.516,26.782,0.5,0.42,642,0.0121,0
421,ogrenci_yuksek_hacim,141196.0,74285.0,27,4,0.345,0.526,19.716,1.0,0.409,651,0.0373,0
422,stajyer_degisken_gelir,74693.0,60931.0,13,2,0.374,0.816,0.365,0.333,0.324,614,0.658,1
423,stajyer_degisken_gelir,87526.0,55542.0,12,2,0.241,0.635,21.128,0.5,0.32,627,0.0035,0
424,klasik_maasli,145233.0,96230.0,6,1,1.0,0.663,1.037,1.0,0.29,845,0.1868,0
425,ogrenci_yuksek_hacim,144743.0,117720.0,30,4,0.263,0.813,10.227,0.833,0.426,654,0.0771,0
426,stajyer_degisken_gelir,75416.0,60463.0,11,2,0.209,0.802,0.023,1.0,0.327,615,0.1008,0
427,ogrenci_yuksek_hacim,125941.0,95202.0,29,4,0.162,0.756,11.036,0.333,0.42,635,0.0127,0
428,ogrenci_yuksek_hacim,95294.0,70745.0,28,4,0.411,0.742,32.839,0.833,0.408,605,0.041,0
429,klasik_maasli,137690.0,113561.0,6,1,1.0,0.825,0.051,0.667,0.295,837,0.2926,1
430,stajyer_degisken_gelir,91750.0,63588.0,11,2,0.397,0.693,16.946,1.0,0.315,631,0.0287,0
431,ogrenci_yuksek_hacim,146153.0,119612.0,30,4,0.141,0.818,6.137,0.333,0.429,656,0.2204,0
432,klasik_maasli,150989.0,93746.0,6,1,1.0,0.621,43.183,0.667,0.283,850,0.0091,0
433,ogrenci_yuksek_hacim,128964.0,92164.0,30,4,0.091,0.715,4.747,0.833,0.421,638,0.077,0
434,stajyer_degisken_gelir,104549.0,99838.0,13,2,0.423,0.955,-0.568,0.833,0.331,644,0.3074,0
435,klasik_maasli,157446.0,113640.0,6,1,1.0,0.722,0.667,0.5,0.288,850,0.1263,0
436,klasik_maasli,203166.0,172128.0,6,1,1.0,0.847,-0.086,0.833,0.285,850,0.1566,0
437,ogrenci_yuksek_hacim,111709.0,65292.0,30,4,0.469,0.584,24.864,1.0,0.419,621,0.017,0
438,klasik_maasli,205669.0,185426.0,6,1,1.0,0.902,-0.41,0.5,0.297,850,0.496,1
439,klasik_maasli,187882.0,152918.0,6,1,1.0,0.814,0.114,0.667,0.288,850,0.15,0
440,ogrenci_yuksek_hacim,143900.0,92148.0,27,4,0.665,0.64,20.397,1.0,0.416,653,0.0462,0
441,klasik_maasli,139070.0,104522.0,6,1,1.0,0.752,0.486,0.333,0.285,839,0.2364,0
442,klasik_maasli,112385.0,78622.0,6,1,1.0,0.7,0.788,1.0,0.29,812,0.0573,0
443,dusuk_hacim_riskli,6191.0,5574.0,4,1,0.505,0.9,-0.753,0.333,0.283,506,0.4626,0
444,klasik_maasli,181912.0,106421.0,6,1,1.0,0.585,1.486,1.0,0.288,850,0.0375,0
445,dusuk_hacim_riskli,2525.0,3032.0,1,1,0.0,1.201,-8.961,0.667,0.269,502,0.9738,1
446,dusuk_hacim_riskli,2599.0,2676.0,2,1,0.0,1.03,0.013,0.333,0.267,502,0.6968,1
447,stajyer_degisken_gelir,88753.0,60222.0,10,2,0.365,0.679,19.418,0.667,0.311,628,0.023,0
448,stajyer_degisken_gelir,87091.0,57656.0,10,2,0.722,0.662,32.18,0.667,0.306,627,0.0135,0
449,ogrenci_yuksek_hacim,166521.0,84553.0,29,4,0.385,0.508,34.843,0.167,0.411,676,0.0113,0
450,dusuk_hacim_riskli,4557.0,4451.0,4,1,0.148,0.977,2.221,0.667,0.282,504,0.2491,0
451,ogrenci_yuksek_hacim,124223.0,115761.0,26,4,0.255,0.932,5.158,0.833,0.408,634,0.0516,0
452,klasik_maasli,122950.0,101452.0,6,1,1.0,0.825,0.044,0.167,0.287,822,0.4554,1
453,stajyer_degisken_gelir,68547.0,65253.0,9,2,0.472,0.952,2.815,0.167,0.307,608,0.4861,1
454,ogrenci_yuksek_hacim,105776.0,72996.0,27,4,0.259,0.69,23.359,1.0,0.404,615,0.0029,0
455,stajyer_degisken_gelir,76822.0,74201.0,10,2,0.527,0.966,2.892,1.0,0.307,616,0.0582,1
456,ogrenci_yuksek_hacim,113250.0,70816.0,26,4,0.337,0.625,13.593,0.5,0.401,623,0.0153,0
457,ogrenci_yuksek_hacim,108985.0,57382.0,28,4,0.196,0.527,15.026,0.5,0.415,618,0.0051,0
458,klasik_maasli,110191.0,73009.0,6,1,1.0,0.663,1.034,0.833,0.321,810,0.0917,0
459,klasik_maasli,184315.0,141388.0,6,1,1.0,0.767,0.404,0.833,0.291,850,0.0615,1
460,klasik_maasli,195729.0,182709.0,6,1,1.0,0.933,4.278,0.5,0.291,850,0.0477,0
461,dusuk_hacim_riskli,2030.0,2592.0,1,1,0.0,1.277,-1.276,0.833,0.267,502,0.723,1
462,klasik_maasli,183849.0,113949.0,6,1,1.0,0.62,33.391,1.0,0.287,850,0.0019,0
463,ogrenci_yuksek_hacim,108068.0,80111.0,27,4,0.512,0.741,26.671,1.0,0.409,618,0.0122,0
464,ogrenci_yuksek_hacim,120390.0,97306.0,28,4,0.17,0.808,10.179,0.833,0.41,630,0.1103,0
465,dusuk_hacim_riskli,7283.0,6571.0,4,1,0.082,0.902,8.728,0.833,0.277,507,0.012,0
466,stajyer_degisken_gelir,102129.0,99897.0,15,2,0.141,0.978,1.912,0.667,0.339,642,0.1764,0
467,stajyer_degisken_gelir,100863.0,62884.0,13,2,0.246,0.623,3.304,0.333,0.33,640,0.0724,0
468,klasik_maasli,125112.0,92328.0,6,1,1.0,0.738,0.582,0.667,0.291,825,0.0106,0
469,klasik_maasli,145116.0,121302.0,6,1,1.0,0.836,-0.016,1.0,0.291,845,0.633,1
470,stajyer_degisken_gelir,81499.0,75021.0,12,2,0.195,0.921,3.942,1.0,0.322,621,0.0318,0
471,klasik_maasli,145805.0,119172.0,6,1,1.0,0.817,0.098,1.0,0.288,845,0.2479,0
472,stajyer_degisken_gelir,87921.0,87519.0,11,2,0.38,0.995,1.168,0.667,0.316,627,0.2032,0
473,klasik_maasli,198636.0,139670.0,6,1,1.0,0.703,0.777,1.0,0.288,850,0.0692,0
474,klasik_maasli,174826.0,137737.0,6,1,1.0,0.788,0.266,0.167,0.285,850,0.1158,0
475,klasik_maasli,141767.0,90920.0,6,1,1.0,0.641,1.16,0.167,0.285,841,0.0146,0
476,ogrenci_yuksek_hacim,124551.0,111433.0,30,4,0.372,0.895,2.765,0.167,0.419,634,0.242,1
477,klasik_maasli,127248.0,106238.0,6,1,1.0,0.835,-0.014,1.0,0.29,827,0.1714,0
478,klasik_maasli,187411.0,132647.0,6,1,1.0,0.708,0.765,1.0,0.297,850,0.128,0
479,ogrenci_yuksek_hacim,146739.0,124562.0,27,4,0.138,0.849,1.828,1.0,0.402,656,0.1869,0
480,klasik_maasli,145988.0,94871.0,6,1,1.0,0.65,1.089,0.833,0.29,845,0.0643,0
481,ogrenci_yuksek_hacim,145205.0,79905.0,27,4,0.549,0.55,27.405,0.833,0.402,655,0.0381,0
